noseX,noseY,left_eyeX,left_eyeY,right_eyeX,right_eyeY,left_earX,left_earY,right_earX,right_earY,left_shoulderX,left_shoulderY,right_shoulderX,right_shoulderY,left_elbowX,left_elbowY,right_elbowX,right_elbowY,left_wristX,left_wristY,right_wristX,right_wristY,left_hipX,left_hipY,right_hipX,right_hipY,left_kneeX,left_kneeY,right_kneeX,right_kneeY,left_ankleX,left_ankleY,right_ankleX,right_ankleY,exercise
0.5392410159111023,0.5628883242607117,0.5555270910263062,0.5619022846221924,0.5299993753433228,0.5582869648933411,0.574059784412384,0.5318537950515747,0.5024895071983337,0.5269297361373901,0.6158183217048645,0.49822133779525757,0.475051611661911,0.49665117263793945,0.6422277092933655,0.6312248706817627,0.44723305106163025,0.6266359686851501,0.677818238735199,0.7508392333984375,0.40611910820007324,0.7459198832511902,0.5747652649879456,0.428650826215744,0.4975413978099823,0.4215257167816162,0.6082652807235718,0.5716246366500854,0.49598705768585205,0.5843371152877808,0.5371817946434021,0.6933544874191284,0.5154424905776978,0.6943989992141724,0
0.25633862614631653,0.5555245280265808,0.24559055268764496,0.5426310300827026,0.24621281027793884,0.5389897227287292,0.25157618522644043,0.49892815947532654,0.2485339641571045,0.4895973205566406,0.332935631275177,0.5134377479553223,0.371112585067749,0.44739028811454773,0.3482990264892578,0.7142620086669922,0.3929503858089447,0.6090613007545471,0.3185802102088928,0.8716568946838379,0.36739641427993774,0.7384554743766785,0.5757273435592651,0.5042887330055237,0.5838049650192261,0.4833047091960907,0.768328070640564,0.6390894651412964,0.7743963003158569,0.621811032295227,0.9486402869224548,0.7396878600120544,0.9407433271408081,0.7264682054519653,0
0.539356529712677,0.6908446550369263,0.5551535487174988,0.7030712962150574,0.5237405300140381,0.6974691152572632,0.5797631740570068,0.6760985255241394,0.4981163442134857,0.6664317846298218,0.617712676525116,0.5987529754638672,0.46823322772979736,0.5953792333602905,0.6682766675949097,0.6518771648406982,0.42278730869293213,0.6492681503295898,0.6793116331100464,0.754387617111206,0.40551072359085083,0.7541451454162598,0.5615493655204773,0.47577840089797974,0.49660372734069824,0.47038325667381287,0.5763571262359619,0.6098595857620239,0.4738270044326782,0.5955660939216614,0.5370774269104004,0.7059682607650757,0.43581193685531616,0.7355427145957947,0
0.5438262820243835,0.7763967514038086,0.5639458894729614,0.7827485799789429,0.5332129597663879,0.7802789211273193,0.5885204672813416,0.7545642852783203,0.5012759566307068,0.7425423860549927,0.6383028626441956,0.6559082865715027,0.45514485239982605,0.6635869145393372,0.6730537414550781,0.6322019100189209,0.4104844927787781,0.6336791515350342,0.6845548152923584,0.7499595880508423,0.4023308753967285,0.7518424987792969,0.5597659349441528,0.5178660154342651,0.48814821243286133,0.522356390953064,0.5379797220230103,0.5730457305908203,0.48275214433670044,0.5746046304702759,0.6834110617637634,0.7627355456352234,0.4026343822479248,0.7572112083435059,0
0.5439924001693726,0.7805904746055603,0.5607373714447021,0.7885026931762695,0.5305770039558411,0.7872710227966309,0.5875768661499023,0.7606449127197266,0.4966121315956116,0.7461404204368591,0.6409710645675659,0.6505995392799377,0.4529659152030945,0.657882809638977,0.6768044233322144,0.6297440528869629,0.4167686104774475,0.6349644660949707,0.6854075193405151,0.7526692748069763,0.40052899718284607,0.7525700330734253,0.5639228820800781,0.5106990933418274,0.487057089805603,0.519301176071167,0.5488254427909851,0.5682350993156433,0.46143490076065063,0.6003801822662354,0.5408673286437988,0.5998508334159851,0.5028576254844666,0.6179739236831665,0
0.5423360466957092,0.6633015871047974,0.5590163469314575,0.6639731526374817,0.5308171510696411,0.6585617065429688,0.5819970965385437,0.6370450854301453,0.49900662899017334,0.6278951168060303,0.6282645463943481,0.5767508745193481,0.4641488492488861,0.5747072696685791,0.6739821434020996,0.6500280499458313,0.4193077087402344,0.6501271724700928,0.6849507689476013,0.7526912689208984,0.4029100835323334,0.7509440779685974,0.5822039246559143,0.4896042048931122,0.5032697916030884,0.48628950119018555,0.5907080173492432,0.5828627943992615,0.4803573489189148,0.5747836232185364,0.544579029083252,0.6404873728752136,0.4974973201751709,0.6295703649520874,0
0.5417532920837402,0.5755785703659058,0.5572386980056763,0.5706860423088074,0.5310667157173157,0.5698253512382507,0.576010525226593,0.5427052974700928,0.5112066268920898,0.5348712801933289,0.6242959499359131,0.5151412487030029,0.47701817750930786,0.5132308006286621,0.646957516670227,0.6447144746780396,0.44690102338790894,0.6326336860656738,0.6742377281188965,0.7517894506454468,0.40622422099113464,0.7441567778587341,0.5753459334373474,0.4715873599052429,0.49177950620651245,0.4656578004360199,0.6118181943893433,0.5801004767417908,0.48749980330467224,0.5924758911132812,0.540902316570282,0.694117546081543,0.5143810510635376,0.6956009864807129,0
0.5376868844032288,0.6289628148078918,0.5596722364425659,0.622107982635498,0.5271211862564087,0.6201889514923096,0.5769317746162415,0.5951019525527954,0.4984477460384369,0.5863004922866821,0.6259610652923584,0.5569385886192322,0.46683621406555176,0.5514889359474182,0.667156457901001,0.6537930369377136,0.4311586618423462,0.6374078989028931,0.683956503868103,0.7449532747268677,0.4042584300041199,0.7479814887046814,0.5867569446563721,0.4906204640865326,0.4996126592159271,0.4854944348335266,0.5929161906242371,0.5602802038192749,0.48165762424468994,0.5562974810600281,0.5616154670715332,0.5005459785461426,0.49381202459335327,0.5644913911819458,0
0.537433385848999,0.8011175990104675,0.558805525302887,0.8056032061576843,0.5204706192016602,0.806997537612915,0.5937469601631165,0.7746928930282593,0.49150753021240234,0.7639097571372986,0.6403266787528992,0.659776508808136,0.45949816703796387,0.6705116629600525,0.6839720010757446,0.6236319541931152,0.4058784246444702,0.6252132654190063,0.685419499874115,0.7564353942871094,0.3996061682701111,0.7550632357597351,0.5665395259857178,0.5213714241981506,0.48869776725769043,0.5247557759284973,0.6228965520858765,0.6532936096191406,0.46594688296318054,0.6329782605171204,0.6880314350128174,0.7670871615409851,0.4750244617462158,0.6893372535705566,0
0.5383936166763306,0.7799712419509888,0.5557689666748047,0.7834048271179199,0.5263557434082031,0.7836328744888306,0.580524742603302,0.7461642622947693,0.4938836693763733,0.7441620230674744,0.6262306571006775,0.6641294360160828,0.4461400508880615,0.6647402048110962,0.6662703156471252,0.6284807920455933,0.414905309677124,0.6357292532920837,0.6858758926391602,0.756828784942627,0.39957767724990845,0.7537081241607666,0.5468617081642151,0.5502275824546814,0.4925057590007782,0.5644562840461731,0.5130449533462524,0.6398980617523193,0.48998457193374634,0.6427876949310303,0.6818260550498962,0.7592670917510986,0.508054792881012,0.6750890612602234,0
